agenda ordre
unceasing mois
desires s'
switch passer
computerised information
combines alliera
buried entièrement
piles être
paperless paperasse
radically '
exhausted utiliserons
assigned confiées
michele michele
enlargements sont
spectrum côtés
high-policy qu'
attributed attribuées
retreat abandonner
micro-manage "
abm (
resilient fort
servants fonctionnaires
timescale cause
impatience impatience
facilitated faciliter
bereft privées
idealism idéal
relaxation relâchement
parentage partage
directors-general aux
unsustainable durable
accessions adhésions
sophistication sophistication
loses perd
paperwork avec
reconnects rétabli
reconnecting contact
deference déférence
spelt expliquées
javier javier
lunch déjeuner
ambassador ambassadeur
chiefs chefs
mozambique mozambique
mechanics mécanique
feira celui
smooth fluide
mobilise mobiliser
ingushetia ingouchie
deteriorating se
conversation conversation
gil-robles gil-robles
usted lo
loca loca
todo todo
lo usted
contrario usted
pentagon vient
robust solides
interior action
conflict-prevention conflits
praiseworthy louable
peace-keeping paix
peace-making opérations
despots les
rogue menacent
threaten péril
oppressed ainsi
tigers tigres
george avons
norway norvège
robertson robertson
wishful vux
despatched mission
comprised composée
non-aligned alignés
behaving grands
impaired créer
castles plans
incredible incroyable
sintra sintra
pristina pristina
pierre moi
pradier pradier
unforgivable impardonnable
warmonger va-t-en-guerre
provocation provocations
etc. etc
hardline dure
accomplices complices
massacres massacres
murderers messieurs
slaughter abattage
lyrical lyrique
replying répond
evasion évasion
muddle désordre
equip doter
pretentiously pompeusement
dominate dominer
jean-claude jean-claude
instigated c
daniel daniel
subservience soumission
follow-my-leader suivisme
panama panama
landed échoué
somalia somalie
disarray catastrophe
preventative préventives
takeover mainmise
spare à
swear jurer
captured cette
blunt ambition
isolationism isolationnisme
separatism séparatisme
geremek geremek
prague prague
warsaw varsovie
poles nous
divisible indivisible
execute exécuter
milestones temps
summits sommets
unconnected lien
realises rend
sleep dormir
eclipse ombre
awake préoccupent
nodding sommeil
unwished-for améliorer
degenerated continuité
underdevelopment sous-développement
ex-yugoslavia ex-yougoslavie
conquest conquête
militarised haute
upper haute-autriche
underestimate sous-estimer
stranglehold mainmise
ministries ministères
communitarisation communautarisation
parlance on
dutroux dutroux
associates À
preside présider
discouraging décourager
parents parents
petersberg petersberg
distinguish distinction
haider-type structurel
personalities plan
odd étrange
baltic baltique
brigade propose
knocking présentent
legitimisation sécurité
aged pendant
lined rides
voivodina jouez
montenegro monténégro
proverb proverbe
enlightening éclairantes
peril danger
pathetic pathétique
rapes viols
looting les
fires les
deportations les
leaden chape
shroud qui
crashing sur
ages une
stops ingérence
banishment sur
distinctly voué
tales exception
emanating émanent
static statique
warfare guerre
peacemaking chose
titley titley
leverage leviers
arguing part
levers décidons
500 500
blaze voie
remembering rappeler
street régionaux
corner agit
evenings propos
policeman police
dixon of
dock green
detect même
sensor détection
tracks pistes
wells aux
connects relation
inhabited habitée
caucuses caucase
sample avoir
humour thème
female femmes
pilots aviateurs
generals généraux
wield exercent
outnumbered avait
halïnen halïnen
jospin jospin
categorical catégorique
unfolding sévit
fluctuates variant
mentality mentalités
crypto-progressive couvert
curious curieux
bet pari
under-exploitation sous-exploitation
belém voudrais
roseira avoir
under-represented sous-représentées
abundantly leur
relinquishes homme
broadly-based combinaison
queen vrai
broach maintenant
distinctive pertinent
educated modeste
flat hiérarchie
stereotypes stéréotypes
reveal au
1910 1910
homogenous homogène
grandmothers grand-mères
noting noter
outbid mériterait
correctness politiquement
councillors des
predominance prédominance
councillor conseiller
left-wing gauche
mandates mandats
smallest plus
competitions ni
deep-seated chercher
catholics ethnie
wear d'
glasses lunettes
disaffection désaffection
ludicrous 27,4
contempt mépris
sash hasard
reviving ranime
meritocracy méritocratie
1976 modifier
misapplied appliquée
assistant vendeur
spouses aidants
blindly progresser
committing mme
milan milan
saluting saluait
scant faible
male s
acknowledging reconnaître
inferiority infériorité
talents talent
occupy a
imbued imbue
shortfall déficit
males tellement
one-for-one fermeture
fan partisane
lancker lancker
coercion manière
arrogance serions
realities réalités
2,300 300
decree comble
torrential torrentielles
rains incessantes
cyclone australe
eline eline
appealed appel
displacement déplacement
poul poul
1986 1986
bravely époque
sanitation sanitaires
shelter d'
sheeting concentreront
jerry bidons
cans équipements
blankets couvertures
re-construction reconstruction
rescue sauver
helicopters hélicoptères
aftermath causés
medicine médicaments
rocard rocard
bridges ponts
engulfed plongé
dipecho dipecho
famine famine
starvation faim
helplessly dirait
mozambican estimés
65 65
dollars dollars
aircraft avions
topicality pertinence
joaquim république
chissano joaquim
mozambicans mozambicains
weigh c'
helpless vivent
contested contestation
maputo maputo
airlift aérien
tents des
hardship calvaire
endured subi
downside baisse
sheer masse
activist militant
consisting consistant
stricken marques
laissez laissez-faire
faire cours
abetted populaire
sacrifice sacrifier
rehash qu'
neo-classical resucée
sacred une
sins pèche
reduces utilisés
diminished amoindri
substituting déplacements
2008 2008
categorically catégoriquement
gas gaz
handicaps auxquels
inflexibility raidissement
handicap vient
muster accueil
levies excessifs
carefree insouciant
economists économistes
short-lived durée
eurostat eurostat
amenities services
rigidity l'
persisting maintenir
katiforis katiforis
minerals minéraux
augment augmenter
observes but
upswing essor
proceeded '
superman baron
hasten engager
infinitely infiniment
trusts trusts
hoechst chez
rhone-poulenc chez
shockingly façon
unilever chez
summed résumé
cake étaient
carve découper
statism Étatisme
corporatism corporatisme
churning exprimant
stuck travail
visions idées
conjuncture conjoncture
encountering heurter
cost-push avérer
reactivation relance
long-lasting durable
reactivating utilisées
absorbed d'
idle air
aggregated agrégée
sanction sanction
gathered recueillies
transmissions recevrait
scientifically scientifiquement
transmit transmettrai
undesirably pourraient
deletes supprime
ambit champ
continuously sans
attwooll attwooll
factual factuelles
collating collationner
injustice injustices
depletion épuisement
unsuited inadaptée
shoals conserver
internationalism mondialisme
ulterior l
practised fonction
oecd ocde
plundered vis-à-vis
blows coups
cod cabillaud
desist abstenir
smiling sourire
crowd hétéroclite
elapse arrive
1448 1448
salmon-farming salmonicoles
salmon saumon
sustains soutient
slaughtered abattus
eradicated éradiquée
isa ais
staggered moduler
vaccine vaccin
opposing oppose
diseased malades
draconian draconien
evidenced le
starkly qu
contrasting revendique
hudghton hudghton
aquaculture aquaculture
trout anguilles
eels truites
240 240
accommodates représente
aquacultural aquaculture
lifeline vitale
infectious infectieuse
anaemia approche
additions ajouts
orthomixomicrovirus orthomixomicrovirus
spreads propagation
mucus mucus
saline salée
tissue tissus
patricia patricia
prejudiced ils
norwegians norvégiens
fallowing bas
mitigate '
non-pathogenic considérée
1984 1984
mammals mammifères
harms touche
cold-blooded froid
25º serait
validating réitère
centigrade où
disease-control maladie
424 424
inactivated inactivé
payable prévue
carriers acquise
sympathetic réunir
clinical cliniques
proportionate proportionnelles
juvenile juvéniles
1969 tous
tropical tropicales
tuna thonidés
biannually ans
powered habilités
temperate eaux
contracting contractantes
six-month objecter
embody transposer
iccat cicta
santiago session
bluefin thon
compostela saint-jacques-de-compostelle
closures clôtures
purse tournante
fishery pêche
seine senne
1.8 1,8
spawning zone
juveniles juvéniles
catching nécessaire
zero-age zéro
gallagher gallagher
tardiness lenteur
honduras honduras
belize belize
gear la
transforming transformons
conserve conservation
exasperating exaspérante
fisherman pêcheur
anglers scarborough
scarborough thons
caught pris
discriminate discrimination
830 830
394 publication
fleetwood fleetwood
inshore maintenus
angering irrite
heeded entendues
scrs cprs
6.4 n'
wwf espagnoles
customs douanier
landings débarquement
bergen bergen
13-14 13-14
2nd 2e
theoretically théoriquement
non-europeans -
dg dg
fiddling préoccupe
burns brûle
discards rejets
fees redevances
dwindle dépend
fora forums
participates participe
negotiates négocie
